entidad_nacimiento,Nivel Agregación,Rango_edad_2,fecha,PTPD_Aseg,PTPD_Aseg_H,PTPD_Aseg_M,PTPD_Aseg_NB,PTPD_Puestos,PTPD_Puestos_H,PTPD_Puestos_M,PTPD_Puestos_NB,TOTAL
Tamaulipas,subdel,Entre 15 y 20 años,202509,608,563,45,0,16,15,1,0,608
Tamaulipas,subdel,Entre 20 y 25 años,202509,6102,5420,682,0,396,369,27,0,6102
Tamaulipas,subdel,Entre 25 y 30 años,202509,7051,6234,817,0,602,575,27,0,7051
Tamaulipas,subdel,Entre 30 y 35 años,202509,6448,5627,821,0,727,677,50,0,6448
Tamaulipas,subdel,Entre 35 y 40 años,202509,4882,4256,626,0,582,539,43,0,4882
Tamaulipas,subdel,Entre 40 y 45 años,202509,3550,3112,438,0,502,466,36,0,3550
Tamaulipas,subdel,Entre 45 y 50 años,202509,2305,2018,287,0,388,370,18,0,2305
Tamaulipas,subdel,Entre 50 y 55 años,202509,1590,1387,203,0,294,271,23,0,1590
Tamaulipas,subdel,Entre 55 y 60 años,202509,986,865,121,0,179,166,13,0,986
Tamaulipas,subdel,Entre 60 y 65 años,202509,505,469,36,0,85,82,3,0,505
Tamaulipas,subdel,Entre 65 y 70 años,202509,163,155,8,0,20,20,0,0,163
Tamaulipas,subdel,Entre 70 y 75 años,202509,54,53,1,0,11,11,0,0,54
Tlaxcala,subdel,75 años y más,202509,233,225,8,0,1,1,0,0,233
Tlaxcala,subdel,Entre 15 y 20 años,202509,65,65,0,0,1,1,0,0,65
Tlaxcala,subdel,Entre 20 y 25 años,202509,1192,1135,57,0,18,18,0,0,1192
Tlaxcala,subdel,Entre 25 y 30 años,202509,1542,1453,89,0,56,53,3,0,1542
Tlaxcala,subdel,Entre 30 y 35 años,202509,1336,1262,74,0,67,66,1,0,1336
Tlaxcala,subdel,Entre 35 y 40 años,202509,1035,975,60,0,68,65,3,0,1035
Tlaxcala,subdel,Entre 40 y 45 años,202509,797,753,44,0,64,62,2,0,797
Tlaxcala,subdel,Entre 45 y 50 años,202509,513,479,34,0,65,63,2,0,513
Tlaxcala,subdel,Entre 50 y 55 años,202509,338,320,18,0,49,48,1,0,338
Tlaxcala,subdel,Entre 55 y 60 años,202509,162,154,8,0,16,16,0,0,162
Tlaxcala,subdel,Entre 60 y 65 años,202509,126,120,6,0,23,23,0,0,126
Tlaxcala,subdel,Entre 65 y 70 años,202509,49,47,2,0,4,4,0,0,49
Tlaxcala,subdel,Entre 70 y 75 años,202509,13,12,1,0,1,1,0,0,13
Veracruz,subdel,75 años y más,202509,1190,1064,126,0,16,15,1,0,1190
Veracruz,subdel,Entre 15 y 20 años,202509,775,699,76,0,26,23,3,0,775
Veracruz,subdel,Entre 20 y 25 años,202509,8812,7996,816,0,372,360,12,0,8812
Veracruz,subdel,Entre 25 y 30 años,202509,12871,11649,1222,0,923,881,42,0,12871
Veracruz,subdel,Entre 30 y 35 años,202509,13220,11861,1359,0,1200,1135,65,0,13220
Veracruz,subdel,Entre 35 y 40 años,202509,10476,9438,1038,0,1165,1110,55,0,10476
Veracruz,subdel,Entre 40 y 45 años,202509,7734,6997,737,0,1015,972,43,0,7734
Veracruz,subdel,Entre 45 y 50 años,202509,5256,4797,459,0,788,759,29,0,5256
Veracruz,subdel,Entre 50 y 55 años,202509,3350,3050,300,0,548,529,19,0,3350
Veracruz,subdel,Entre 55 y 60 años,202509,1787,1648,139,0,305,296,9,0,1787
Veracruz,subdel,Entre 60 y 65 años,202509,905,832,73,0,124,123,1,0,905
Veracruz,subdel,Entre 65 y 70 años,202509,297,283,14,0,36,36,0,0,297
Veracruz,subdel,Entre 70 y 75 años,202509,98,93,5,0,7,7,0,0,98
Yucatán,subdel,75 años y más,202509,660,596,64,0,12,11,1,0,660
Yucatán,subdel,Entre 15 y 20 años,202509,339,315,24,0,3,3,0,0,339
Yucatán,subdel,Entre 20 y 25 años,202509,4695,4299,396,0,151,143,8,0,4695
Yucatán,subdel,Entre 25 y 30 años,202509,6499,5886,613,0,345,335,10,0,6499
Yucatán,subdel,Entre 30 y 35 años,202509,6771,6051,720,0,481,454,27,0,6771
Yucatán,subdel,Entre 35 y 40 años,202509,5803,5207,596,0,561,533,28,0,5803
Yucatán,subdel,Entre 40 y 45 años,202509,4442,3989,453,0,496,459,37,0,4442
Yucatán,subdel,Entre 45 y 50 años,202509,3002,2724,278,0,417,393,24,0,3002
Yucatán,subdel,Entre 50 y 55 años,202509,2137,1916,221,0,336,324,12,0,2137
Yucatán,subdel,Entre 55 y 60 años,202509,1202,1088,114,0,214,200,14,0,1202
Yucatán,subdel,Entre 60 y 65 años,202509,583,540,43,0,79,77,2,0,583
Yucatán,subdel,Entre 65 y 70 años,202509,171,163,8,0,32,32,0,0,171
Yucatán,subdel,Entre 70 y 75 años,202509,48,46,2,0,6,6,0,0,48
Zacatecas,subdel,75 años y más,202509,268,255,13,0,5,5,0,0,268
Zacatecas,subdel,Entre 15 y 20 años,202509,177,173,4,0,2,2,0,0,177
Zacatecas,subdel,Entre 20 y 25 años,202509,1412,1312,100,0,51,47,4,0,1412
Zacatecas,subdel,Entre 25 y 30 años,202509,1653,1527,126,0,101,96,5,0,1653
Zacatecas,subdel,Entre 30 y 35 años,202509,1360,1210,150,0,137,128,9,0,1360
Zacatecas,subdel,Entre 35 y 40 años,202509,1226,1098,128,0,162,155,7,0,1226
Zacatecas,subdel,Entre 40 y 45 años,202509,868,782,86,0,109,104,5,0,868
Zacatecas,subdel,Entre 45 y 50 años,202509,664,604,60,0,122,116,6,0,664
Zacatecas,subdel,Entre 50 y 55 años,202509,542,490,52,0,95,91,4,0,542
Zacatecas,subdel,Entre 55 y 60 años,202509,359,332,27,0,82,80,2,0,359
Zacatecas,subdel,Entre 60 y 65 años,202509,244,232,12,0,54,53,1,0,244
Zacatecas,subdel,Entre 65 y 70 años,202509,85,78,7,0,17,17,0,0,85
Zacatecas,subdel,Entre 70 y 75 años,202509,21,19,2,0,5,5,0,0,21
