CVE_DIVISION,División,entidad_nacimiento,fecha,Rango_edad_2,SalarioFem,SalarioMasc,PTPD_Aseg,PTPD_Aseg_H,PTPD_Aseg_M,PTPD_Aseg_NB,PTPD_Puestos,PTPD_Puestos_H,PTPD_Puestos_M,PTPD_Puestos_NB
7,Transportes y comunicaciones,Jalisco,202507,Entre 25 y 30 años,347.747865169,371.117861771,16797,15160,1637,0,1478,1389,89,0
7,Transportes y comunicaciones,Jalisco,202507,Entre 30 y 35 años,342.584532374,379.054783133,14756,13246,1510,0,1799,1660,139,0
7,Transportes y comunicaciones,Jalisco,202507,Entre 35 y 40 años,352.115915493,386.807137931,12012,10614,1398,0,1882,1740,142,0
7,Transportes y comunicaciones,Jalisco,202507,Entre 40 y 45 años,352.974214876,397.639160358,9031,7973,1058,0,1574,1453,121,0
7,Transportes y comunicaciones,Jalisco,202507,Entre 45 y 50 años,341.199292929,403.583265306,5645,4908,737,0,1275,1176,99,0
7,Transportes y comunicaciones,Jalisco,202507,Entre 50 y 55 años,337.872933333,395.383882476,4025,3487,538,0,1028,953,75,0
7,Transportes y comunicaciones,Jalisco,202507,Entre 55 y 60 años,352.827096774,401.035808171,2260,2027,233,0,594,563,31,0
7,Transportes y comunicaciones,Jalisco,202507,Entre 60 y 65 años,325.39875,381.484657534,1115,1035,80,0,300,292,8,0
7,Transportes y comunicaciones,Jalisco,202507,Entre 65 y 70 años,,369.161,411,376,35,0,60,60,0,0
7,Transportes y comunicaciones,Jalisco,202507,Entre 70 y 75 años,,365.884285714,122,105,17,0,14,14,0,0
8,Servicios para empresas,Michoacán de Ocampo,202507,75 años y más,,293.34,67,64,3,0,2,2,0,0
8,Servicios para empresas,Michoacán de Ocampo,202507,Entre 15 y 20 años,302.56,,40,39,1,0,1,0,1,0
8,Servicios para empresas,Michoacán de Ocampo,202507,Entre 20 y 25 años,304.7,323.758235294,509,487,22,0,18,17,1,0
8,Servicios para empresas,Michoacán de Ocampo,202507,Entre 25 y 30 años,278.8,325.655333333,716,694,22,0,16,15,1,0
8,Servicios para empresas,Michoacán de Ocampo,202507,Entre 30 y 35 años,278.8,318.352,765,728,37,0,21,20,1,0
8,Servicios para empresas,Michoacán de Ocampo,202507,Entre 35 y 40 años,,300.173125,608,570,38,0,32,32,0,0
8,Servicios para empresas,Michoacán de Ocampo,202507,Entre 40 y 45 años,,292.603478261,421,392,29,0,23,23,0,0
8,Servicios para empresas,Michoacán de Ocampo,202507,Entre 45 y 50 años,,329.035625,338,314,24,0,16,16,0,0
8,Servicios para empresas,Michoacán de Ocampo,202507,Entre 50 y 55 años,278.8,303.23,223,211,12,0,10,9,1,0
8,Servicios para empresas,Michoacán de Ocampo,202507,Entre 55 y 60 años,,278.8,149,144,5,0,8,8,0,0
8,Servicios para empresas,Michoacán de Ocampo,202507,Entre 60 y 65 años,,278.8,77,75,2,0,5,5,0,0
8,Servicios para empresas,Michoacán de Ocampo,202507,Entre 65 y 70 años,,278.8,21,20,1,0,1,1,0,0
8,Servicios para empresas,Michoacán de Ocampo,202507,Entre 70 y 75 años,,,14,14,0,0,0,0,0,0
7,Transportes y comunicaciones,Michoacán de Ocampo,202507,75 años y más,296.013333333,353.538666667,607,567,40,0,18,15,3,0
7,Transportes y comunicaciones,Michoacán de Ocampo,202507,Entre 15 y 20 años,,358.234444444,335,309,26,0,9,9,0,0
7,Transportes y comunicaciones,Michoacán de Ocampo,202507,Entre 20 y 25 años,333.297142857,357.495344828,3304,3059,245,0,123,116,7,0
7,Transportes y comunicaciones,Michoacán de Ocampo,202507,Entre 25 y 30 años,367.280476190,352.019736842,4119,3738,381,0,249,228,21,0
7,Transportes y comunicaciones,Michoacán de Ocampo,202507,Entre 30 y 35 años,317.496896552,363.790693431,3741,3356,385,0,303,274,29,0
7,Transportes y comunicaciones,Michoacán de Ocampo,202507,Entre 35 y 40 años,336.945,377.740802676,2819,2481,338,0,327,299,28,0
7,Transportes y comunicaciones,Michoacán de Ocampo,202507,Entre 40 y 45 años,316.200869565,388.040794979,1871,1625,246,0,262,239,23,0
7,Transportes y comunicaciones,Michoacán de Ocampo,202507,Entre 45 y 50 años,317.110476190,390.074739884,1207,1023,184,0,194,173,21,0
7,Transportes y comunicaciones,Michoacán de Ocampo,202507,Entre 50 y 55 años,336.733125,402.460787879,848,743,105,0,181,165,16,0
7,Transportes y comunicaciones,Michoacán de Ocampo,202507,Entre 55 y 60 años,303.572222222,405.942677165,543,495,48,0,136,127,9,0
7,Transportes y comunicaciones,Michoacán de Ocampo,202507,Entre 60 y 65 años,334.3925,379.5995,337,311,26,0,64,60,4,0
7,Transportes y comunicaciones,Michoacán de Ocampo,202507,Entre 65 y 70 años,364.213333333,364.821851852,133,117,16,0,30,27,3,0
7,Transportes y comunicaciones,Michoacán de Ocampo,202507,Entre 70 y 75 años,,331.922,46,39,7,0,5,5,0,0
8,Servicios para empresas,Morelos,202507,75 años y más,,,40,37,3,0,0,0,0,0
8,Servicios para empresas,Morelos,202507,Entre 15 y 20 años,,,12,12,0,0,0,0,0,0
8,Servicios para empresas,Morelos,202507,Entre 20 y 25 años,,312.836,208,194,14,0,5,5,0,0
8,Servicios para empresas,Morelos,202507,Entre 25 y 30 años,292.54,300.16,270,255,15,0,7,6,1,0
8,Servicios para empresas,Morelos,202507,Entre 30 y 35 años,278.8,314.024166667,279,261,18,0,13,12,1,0
8,Servicios para empresas,Morelos,202507,Entre 35 y 40 años,,320.805,219,214,5,0,12,12,0,0
8,Servicios para empresas,Morelos,202507,Entre 40 y 45 años,,296.43875,167,166,1,0,8,8,0,0
8,Servicios para empresas,Morelos,202507,Entre 45 y 50 años,,278.8,120,113,7,0,5,5,0,0
8,Servicios para empresas,Morelos,202507,Entre 50 y 55 años,,278.8,84,81,3,0,7,7,0,0
8,Servicios para empresas,Morelos,202507,Entre 55 y 60 años,,278.8,30,29,1,0,2,2,0,0
8,Servicios para empresas,Morelos,202507,Entre 60 y 65 años,,,18,18,0,0,0,0,0,0
8,Servicios para empresas,Morelos,202507,Entre 65 y 70 años,,,4,3,1,0,0,0,0,0
8,Servicios para empresas,Morelos,202507,Entre 70 y 75 años,,,1,1,0,0,0,0,0,0
7,Transportes y comunicaciones,Morelos,202507,75 años y más,,338.986153846,622,572,50,0,13,13,0,0
7,Transportes y comunicaciones,Morelos,202507,Entre 15 y 20 años,284.77,410.67,321,295,26,0,7,6,1,0
7,Transportes y comunicaciones,Morelos,202507,Entre 20 y 25 años,308.384285714,350.998909091,3247,2914,333,0,117,110,7,0
7,Transportes y comunicaciones,Morelos,202507,Entre 25 y 30 años,317.366666667,354.871243243,3610,3230,380,0,194,185,9,0
7,Transportes y comunicaciones,Morelos,202507,Entre 30 y 35 años,323,349.842404372,2782,2481,301,0,205,183,22,0
7,Transportes y comunicaciones,Morelos,202507,Entre 35 y 40 años,326.04,358.708177083,1919,1707,212,0,212,192,20,0
7,Transportes y comunicaciones,Morelos,202507,Entre 40 y 45 años,329.291176471,372.474333333,1268,1142,126,0,137,120,17,0
7,Transportes y comunicaciones,Morelos,202507,Entre 45 y 50 años,305.261666667,365.076935484,800,699,101,0,130,124,6,0
7,Transportes y comunicaciones,Morelos,202507,Entre 50 y 55 años,331.596,381.442580645,485,430,55,0,98,93,5,0
7,Transportes y comunicaciones,Morelos,202507,Entre 55 y 60 años,337.34,367.449615385,290,265,25,0,54,52,2,0
7,Transportes y comunicaciones,Morelos,202507,Entre 60 y 65 años,325.515,392.985,124,114,10,0,22,20,2,0
7,Transportes y comunicaciones,Morelos,202507,Entre 65 y 70 años,,353.426666667,40,37,3,0,6,6,0,0
7,Transportes y comunicaciones,Morelos,202507,Entre 70 y 75 años,,337.75,16,16,0,0,2,2,0,0
8,Servicios para empresas,México,202507,75 años y más,,320.223333333,248,236,12,0,3,3,0,0
8,Servicios para empresas,México,202507,Entre 15 y 20 años,,306.715,124,121,3,0,2,2,0,0
8,Servicios para empresas,México,202507,Entre 20 y 25 años,327.78,316.601111111,2009,1936,73,0,46,45,1,0
8,Servicios para empresas,México,202507,Entre 25 y 30 años,346.894,324.806705882,2612,2483,129,0,90,85,5,0
8,Servicios para empresas,México,202507,Entre 30 y 35 años,294.25,310.391262136,2320,2202,118,0,109,103,6,0
8,Servicios para empresas,México,202507,Entre 35 y 40 años,,311.145974026,1613,1522,91,0,77,77,0,0
8,Servicios para empresas,México,202507,Entre 40 y 45 años,286.03,299.553571429,876,830,46,0,46,42,4,0
8,Servicios para empresas,México,202507,Entre 45 y 50 años,294.13,293.275625,547,524,23,0,33,32,1,0
8,Servicios para empresas,México,202507,Entre 50 y 55 años,,278.8,304,287,17,0,15,15,0,0
8,Servicios para empresas,México,202507,Entre 55 y 60 años,,319.577272727,168,162,6,0,11,11,0,0
8,Servicios para empresas,México,202507,Entre 60 y 65 años,,295.4425,68,67,1,0,4,4,0,0
8,Servicios para empresas,México,202507,Entre 65 y 70 años,,278.8,32,31,1,0,2,2,0,0
8,Servicios para empresas,México,202507,Entre 70 y 75 años,,,6,6,0,0,0,0,0,0
7,Transportes y comunicaciones,México,202507,75 años y más,323.3175,328.292736842,5302,4776,526,0,99,95,4,0
7,Transportes y comunicaciones,México,202507,Entre 15 y 20 años,302.823333333,329.921481481,2659,2477,182,0,57,54,3,0
7,Transportes y comunicaciones,México,202507,Entre 20 y 25 años,320.089411765,334.347328244,28348,25750,2598,0,968,917,51,0
7,Transportes y comunicaciones,México,202507,Entre 25 y 30 años,316.020384615,348.028091079,30916,27987,2929,0,1707,1603,104,0
7,Transportes y comunicaciones,México,202507,Entre 30 y 35 años,310.447956204,354.645305113,24658,22332,2326,0,1956,1819,137,0
7,Transportes y comunicaciones,México,202507,Entre 35 y 40 años,312.040642202,361.658393574,14952,13592,1360,0,1603,1494,109,0
7,Transportes y comunicaciones,México,202507,Entre 40 y 45 años,325.008059701,364.130309278,7729,6927,802,0,940,873,67,0
7,Transportes y comunicaciones,México,202507,Entre 45 y 50 años,329.938333333,377.151052632,4223,3802,421,0,644,608,36,0
7,Transportes y comunicaciones,México,202507,Entre 50 y 55 años,317.172307692,379.484130982,2292,2077,215,0,423,397,26,0
7,Transportes y comunicaciones,México,202507,Entre 55 y 60 años,340.403333333,382.9546875,1215,1100,115,0,262,256,6,0
7,Transportes y comunicaciones,México,202507,Entre 60 y 65 años,292.55,377.607714286,582,541,41,0,106,105,1,0
7,Transportes y comunicaciones,México,202507,Entre 65 y 70 años,,366.098787879,203,190,13,0,33,33,0,0
7,Transportes y comunicaciones,México,202507,Entre 70 y 75 años,,357.75125,62,55,7,0,8,8,0,0
8,Servicios para empresas,Nayarit,202507,75 años y más,,278.8,97,96,1,0,5,5,0,0
8,Servicios para empresas,Nayarit,202507,Entre 15 y 20 años,,278.8,35,35,0,0,2,2,0,0
8,Servicios para empresas,Nayarit,202507,Entre 20 y 25 años,,281.766875,705,676,29,0,64,64,0,0
8,Servicios para empresas,Nayarit,202507,Entre 25 y 30 años,,279.802371134,1061,1016,45,0,97,97,0,0
8,Servicios para empresas,Nayarit,202507,Entre 30 y 35 años,278.8,280.516666667,1090,1022,68,0,106,102,4,0
8,Servicios para empresas,Nayarit,202507,Entre 35 y 40 años,290.982,280.019333333,1018,949,69,0,125,120,5,0
8,Servicios para empresas,Nayarit,202507,Entre 40 y 45 años,278.8,280.194049587,869,817,52,0,124,121,3,0
8,Servicios para empresas,Nayarit,202507,Entre 45 y 50 años,278.8,284.11775,616,585,31,0,84,80,4,0
8,Servicios para empresas,Nayarit,202507,Entre 50 y 55 años,,279.580476190,378,361,17,0,42,42,0,0
8,Servicios para empresas,Nayarit,202507,Entre 55 y 60 años,,278.8,243,236,7,0,33,33,0,0
8,Servicios para empresas,Nayarit,202507,Entre 60 y 65 años,,278.8,127,122,5,0,12,12,0,0
8,Servicios para empresas,Nayarit,202507,Entre 65 y 70 años,,278.8,54,53,1,0,5,5,0,0
8,Servicios para empresas,Nayarit,202507,Entre 70 y 75 años,,,13,13,0,0,0,0,0,0
7,Transportes y comunicaciones,Nayarit,202507,75 años y más,,344.011428571,172,159,13,0,7,7,0,0
7,Transportes y comunicaciones,Nayarit,202507,Entre 15 y 20 años,,378.36,85,78,7,0,4,4,0,0
7,Transportes y comunicaciones,Nayarit,202507,Entre 20 y 25 años,333.895,353.7475,1074,972,102,0,42,40,2,0
7,Transportes y comunicaciones,Nayarit,202507,Entre 25 y 30 años,307.695,368.874615385,1157,1047,110,0,82,78,4,0
7,Transportes y comunicaciones,Nayarit,202507,Entre 30 y 35 años,323.888571429,393.6392,1050,942,108,0,107,100,7,0
7,Transportes y comunicaciones,Nayarit,202507,Entre 35 y 40 años,392.718888889,415.168888889,794,697,97,0,117,108,9,0
7,Transportes y comunicaciones,Nayarit,202507,Entre 40 y 45 años,368.534545455,412.352277228,641,559,82,0,112,101,11,0
7,Transportes y comunicaciones,Nayarit,202507,Entre 45 y 50 años,379.425,427.311232877,372,328,44,0,77,73,4,0
7,Transportes y comunicaciones,Nayarit,202507,Entre 50 y 55 años,446.88,431.396481481,284,247,37,0,59,54,5,0
7,Transportes y comunicaciones,Nayarit,202507,Entre 55 y 60 años,,410.804571429,140,120,20,0,35,35,0,0
7,Transportes y comunicaciones,Nayarit,202507,Entre 60 y 65 años,291.34,390.5,85,79,6,0,19,18,1,0
7,Transportes y comunicaciones,Nayarit,202507,Entre 65 y 70 años,,460.004,46,43,3,0,10,10,0,0
7,Transportes y comunicaciones,Nayarit,202507,Entre 70 y 75 años,,378.5175,17,17,0,0,4,4,0,0
8,Servicios para empresas,Nuevo León,202507,75 años y más,,400.7175,66,60,6,0,4,4,0,0
8,Servicios para empresas,Nuevo León,202507,Entre 15 y 20 años,,357.92,198,186,12,0,2,2,0,0
8,Servicios para empresas,Nuevo León,202507,Entre 20 y 25 años,349.026666667,361.642678571,1297,1214,83,0,59,56,3,0
8,Servicios para empresas,Nuevo León,202507,Entre 25 y 30 años,339.04,348.083972603,1394,1296,98,0,74,73,1,0
8,Servicios para empresas,Nuevo León,202507,Entre 30 y 35 años,346.25,344.539404762,1369,1259,110,0,85,84,1,0
8,Servicios para empresas,Nuevo León,202507,Entre 35 y 40 años,287.714,338.066627907,1191,1105,86,0,91,86,5,0
8,Servicios para empresas,Nuevo León,202507,Entre 40 y 45 años,311.117142857,341.633835616,974,888,86,0,80,73,7,0
8,Servicios para empresas,Nuevo León,202507,Entre 45 y 50 años,327.575,312.580338983,718,658,60,0,61,59,2,0
8,Servicios para empresas,Nuevo León,202507,Entre 50 y 55 años,452.07,310.282222222,472,412,60,0,40,36,4,0
8,Servicios para empresas,Nuevo León,202507,Entre 55 y 60 años,380.9225,300.438620690,281,246,35,0,33,29,4,0
8,Servicios para empresas,Nuevo León,202507,Entre 60 y 65 años,,292.769230769,140,128,12,0,13,13,0,0
8,Servicios para empresas,Nuevo León,202507,Entre 65 y 70 años,481.54,333.49,47,44,3,0,4,3,1,0
8,Servicios para empresas,Nuevo León,202507,Entre 70 y 75 años,,,5,4,1,0,0,0,0,0
7,Transportes y comunicaciones,Nuevo León,202507,75 años y más,361.148,374.189743590,783,682,101,0,44,39,5,0
7,Transportes y comunicaciones,Nuevo León,202507,Entre 15 y 20 años,452.488333333,416.807558140,1762,1597,165,0,92,86,6,0
7,Transportes y comunicaciones,Nuevo León,202507,Entre 20 y 25 años,389.338,401.342320329,10803,9540,1263,0,1019,974,45,0
7,Transportes y comunicaciones,Nuevo León,202507,Entre 25 y 30 años,346.279714286,414.186662811,13067,11516,1551,0,1834,1729,105,0
7,Transportes y comunicaciones,Nuevo León,202507,Entre 30 y 35 años,366.641124260,421.174390244,13222,11591,1631,0,2342,2173,169,0
7,Transportes y comunicaciones,Nuevo León,202507,Entre 35 y 40 años,359.156529412,422.146682903,10741,9447,1294,0,2223,2053,170,0
7,Transportes y comunicaciones,Nuevo León,202507,Entre 40 y 45 años,383.721656051,437.337978437,8567,7485,1082,0,2012,1855,157,0
7,Transportes y comunicaciones,Nuevo León,202507,Entre 45 y 50 años,404.2724,448.140874393,5633,4907,726,0,1541,1441,100,0
7,Transportes y comunicaciones,Nuevo León,202507,Entre 50 y 55 años,385.143483146,449.360180832,3844,3292,552,0,1195,1106,89,0
7,Transportes y comunicaciones,Nuevo León,202507,Entre 55 y 60 años,378.447346939,438.665099075,2468,2180,288,0,806,757,49,0
7,Transportes y comunicaciones,Nuevo León,202507,Entre 60 y 65 años,364.68375,421.889765396,1211,1088,123,0,349,341,8,0
7,Transportes y comunicaciones,Nuevo León,202507,Entre 65 y 70 años,388.77,430.897789474,383,352,31,0,97,95,2,0
7,Transportes y comunicaciones,Nuevo León,202507,Entre 70 y 75 años,425.41,447.691764706,107,98,9,0,18,17,1,0
8,Servicios para empresas,Oaxaca,202507,75 años y más,,287.005,19,19,0,0,2,2,0,0
8,Servicios para empresas,Oaxaca,202507,Entre 15 y 20 años,,,12,12,0,0,0,0,0,0
8,Servicios para empresas,Oaxaca,202507,Entre 20 y 25 años,395.07,375.32,279,271,8,0,15,14,1,0
8,Servicios para empresas,Oaxaca,202507,Entre 25 y 30 años,278.8,330.689705882,590,563,27,0,35,34,1,0
8,Servicios para empresas,Oaxaca,202507,Entre 30 y 35 años,372.115,316.147619048,587,546,41,0,44,42,2,0
8,Servicios para empresas,Oaxaca,202507,Entre 35 y 40 años,291.375,319.671176471,431,403,28,0,36,34,2,0
8,Servicios para empresas,Oaxaca,202507,Entre 40 y 45 años,296.06,299.46,370,350,20,0,37,35,2,0
8,Servicios para empresas,Oaxaca,202507,Entre 45 y 50 años,,297.828,241,232,9,0,15,15,0,0
8,Servicios para empresas,Oaxaca,202507,Entre 50 y 55 años,,282.473636364,137,134,3,0,11,11,0,0
8,Servicios para empresas,Oaxaca,202507,Entre 55 y 60 años,278.8,331.137272727,79,72,7,0,12,11,1,0
8,Servicios para empresas,Oaxaca,202507,Entre 60 y 65 años,,291.70625,48,47,1,0,8,8,0,0
8,Servicios para empresas,Oaxaca,202507,Entre 65 y 70 años,,278.8,17,16,1,0,3,3,0,0
8,Servicios para empresas,Oaxaca,202507,Entre 70 y 75 años,,,3,3,0,0,0,0,0,0
7,Transportes y comunicaciones,Oaxaca,202507,75 años y más,,338.936666667,432,397,35,0,9,9,0,0
7,Transportes y comunicaciones,Oaxaca,202507,Entre 15 y 20 años,,381.746666667,192,177,15,0,6,6,0,0
7,Transportes y comunicaciones,Oaxaca,202507,Entre 20 y 25 años,353.628333333,370.750776699,2851,2549,302,0,109,103,6,0
7,Transportes y comunicaciones,Oaxaca,202507,Entre 25 y 30 años,327.089,404.942983871,3895,3455,440,0,268,248,20,0
7,Transportes y comunicaciones,Oaxaca,202507,Entre 30 y 35 años,361.081481481,382.310102740,3268,2892,376,0,319,292,27,0
7,Transportes y comunicaciones,Oaxaca,202507,Entre 35 y 40 años,355.494,384.191085973,2242,1957,285,0,246,221,25,0
7,Transportes y comunicaciones,Oaxaca,202507,Entre 40 y 45 años,338.9175,393.342894737,1553,1387,166,0,206,190,16,0
7,Transportes y comunicaciones,Oaxaca,202507,Entre 45 y 50 años,368.03,413.8414375,997,892,105,0,172,160,12,0
7,Transportes y comunicaciones,Oaxaca,202507,Entre 50 y 55 años,390.107,384.423166667,623,554,69,0,130,120,10,0
7,Transportes y comunicaciones,Oaxaca,202507,Entre 55 y 60 años,461.3025,394.0565,315,284,31,0,64,60,4,0
7,Transportes y comunicaciones,Oaxaca,202507,Entre 60 y 65 años,,390.611052632,203,180,23,0,38,38,0,0
7,Transportes y comunicaciones,Oaxaca,202507,Entre 65 y 70 años,443.365,402.092,64,58,6,0,12,10,2,0
7,Transportes y comunicaciones,Oaxaca,202507,Entre 70 y 75 años,,337.683333333,32,31,1,0,3,3,0,0
8,Servicios para empresas,Puebla,202507,75 años y más,,423.325,109,106,3,0,2,2,0,0
8,Servicios para empresas,Puebla,202507,Entre 15 y 20 años,,,33,32,1,0,0,0,0,0
8,Servicios para empresas,Puebla,202507,Entre 20 y 25 años,,313.082857143,760,735,25,0,14,14,0,0
8,Servicios para empresas,Puebla,202507,Entre 25 y 30 años,,307.97,1142,1105,37,0,31,31,0,0
8,Servicios para empresas,Puebla,202507,Entre 30 y 35 años,321.23,311.2925,1242,1197,45,0,45,44,1,0
8,Servicios para empresas,Puebla,202507,Entre 35 y 40 años,278.8,303.465609756,975,927,48,0,42,41,1,0
8,Servicios para empresas,Puebla,202507,Entre 40 y 45 años,291.975,285.751388889,809,764,45,0,38,36,2,0
8,Servicios para empresas,Puebla,202507,Entre 45 y 50 años,,302.806666667,590,569,21,0,30,30,0,0
8,Servicios para empresas,Puebla,202507,Entre 50 y 55 años,,280.060666667,370,355,15,0,15,15,0,0
8,Servicios para empresas,Puebla,202507,Entre 55 y 60 años,,319.187272727,201,192,9,0,11,11,0,0
8,Servicios para empresas,Puebla,202507,Entre 60 y 65 años,,291.951666667,105,104,1,0,6,6,0,0
8,Servicios para empresas,Puebla,202507,Entre 65 y 70 años,,278.8,31,31,0,0,2,2,0,0
8,Servicios para empresas,Puebla,202507,Entre 70 y 75 años,,278.8,10,10,0,0,1,1,0,0
7,Transportes y comunicaciones,Puebla,202507,75 años y más,,319.328518519,1124,1033,91,0,27,27,0,0
7,Transportes y comunicaciones,Puebla,202507,Entre 15 y 20 años,292.54,345.872222222,522,478,44,0,10,9,1,0
7,Transportes y comunicaciones,Puebla,202507,Entre 20 y 25 años,345.162142857,349.968793774,7093,6513,580,0,271,257,14,0
7,Transportes y comunicaciones,Puebla,202507,Entre 25 y 30 años,315.118888889,358.348024691,8612,7856,756,0,603,567,36,0
7,Transportes y comunicaciones,Puebla,202507,Entre 30 y 35 años,306.865714286,356.102769486,7701,6949,752,0,645,603,42,0
7,Transportes y comunicaciones,Puebla,202507,Entre 35 y 40 años,322.088333333,367.036764706,5568,5033,535,0,666,612,54,0
7,Transportes y comunicaciones,Puebla,202507,Entre 40 y 45 años,324.701153846,373.639500960,4123,3693,430,0,573,521,52,0
7,Transportes y comunicaciones,Puebla,202507,Entre 45 y 50 años,341.972592593,383.226635945,2599,2368,231,0,461,434,27,0
7,Transportes y comunicaciones,Puebla,202507,Entre 50 y 55 años,333.259583333,388.161666667,1743,1569,174,0,408,384,24,0
7,Transportes y comunicaciones,Puebla,202507,Entre 55 y 60 años,311.05,380.360277778,1018,943,75,0,220,216,4,0
7,Transportes y comunicaciones,Puebla,202507,Entre 60 y 65 años,313.81,354.65,503,467,36,0,97,94,3,0
7,Transportes y comunicaciones,Puebla,202507,Entre 65 y 70 años,450.03,361.218,166,153,13,0,31,30,1,0
7,Transportes y comunicaciones,Puebla,202507,Entre 70 y 75 años,,393.288571429,55,51,4,0,7,7,0,0
8,Servicios para empresas,Querétaro,202507,75 años y más,,329.79,42,40,2,0,1,1,0,0
8,Servicios para empresas,Querétaro,202507,Entre 15 y 20 años,,278.8,46,44,2,0,1,1,0,0
8,Servicios para empresas,Querétaro,202507,Entre 20 y 25 años,,309.3625,526,508,18,0,24,24,0,0
8,Servicios para empresas,Querétaro,202507,Entre 25 y 30 años,,301.771833333,815,766,49,0,60,60,0,0
8,Servicios para empresas,Querétaro,202507,Entre 30 y 35 años,299.685,292.579230769,887,841,46,0,54,52,2,0
8,Servicios para empresas,Querétaro,202507,Entre 35 y 40 años,278.8,282.340666667,705,666,39,0,64,60,4,0
8,Servicios para empresas,Querétaro,202507,Entre 40 y 45 años,278.8,286.663125,563,528,35,0,51,48,3,0
8,Servicios para empresas,Querétaro,202507,Entre 45 y 50 años,329.1,278.8,417,394,23,0,38,37,1,0
8,Servicios para empresas,Querétaro,202507,Entre 50 y 55 años,278.8,278.8,285,271,14,0,28,25,3,0
8,Servicios para empresas,Querétaro,202507,Entre 55 y 60 años,,280.345714286,161,157,4,0,21,21,0,0
8,Servicios para empresas,Querétaro,202507,Entre 60 y 65 años,,278.8,54,52,2,0,7,7,0,0
8,Servicios para empresas,Querétaro,202507,Entre 65 y 70 años,,,23,23,0,0,0,0,0,0
8,Servicios para empresas,Querétaro,202507,Entre 70 y 75 años,,,1,1,0,0,0,0,0,0
7,Transportes y comunicaciones,Querétaro,202507,75 años y más,,352.556363636,317,288,29,0,11,11,0,0
7,Transportes y comunicaciones,Querétaro,202507,Entre 15 y 20 años,291.65,302.238,331,303,28,0,7,5,2,0
7,Transportes y comunicaciones,Querétaro,202507,Entre 20 y 25 años,308.9225,344.172685185,2608,2396,212,0,112,108,4,0
7,Transportes y comunicaciones,Querétaro,202507,Entre 25 y 30 años,318.320588235,362.781358696,2934,2629,305,0,201,184,17,0
7,Transportes y comunicaciones,Querétaro,202507,Entre 30 y 35 años,307.462,366.688958333,2382,2122,260,0,212,192,20,0
7,Transportes y comunicaciones,Querétaro,202507,Entre 35 y 40 años,343.223571429,377.402976190,1677,1501,176,0,182,168,14,0
7,Transportes y comunicaciones,Querétaro,202507,Entre 40 y 45 años,354.483181818,395.185816993,1209,1060,149,0,175,153,22,0
7,Transportes y comunicaciones,Querétaro,202507,Entre 45 y 50 años,298.008333333,425.606576577,628,556,72,0,117,111,6,0
7,Transportes y comunicaciones,Querétaro,202507,Entre 50 y 55 años,403.8,411.178571429,368,333,35,0,73,70,3,0
7,Transportes y comunicaciones,Querétaro,202507,Entre 55 y 60 años,292.55,419.038909091,228,217,11,0,56,55,1,0
7,Transportes y comunicaciones,Querétaro,202507,Entre 60 y 65 años,,416.642173913,100,93,7,0,23,23,0,0
7,Transportes y comunicaciones,Querétaro,202507,Entre 65 y 70 años,,388.4,29,27,2,0,7,7,0,0
7,Transportes y comunicaciones,Querétaro,202507,Entre 70 y 75 años,,,8,8,0,0,0,0,0,0
8,Servicios para empresas,Quintana Roo,202507,75 años y más,,278.8,56,55,1,0,1,1,0,0
8,Servicios para empresas,Quintana Roo,202507,Entre 15 y 20 años,,278.8,47,46,1,0,1,1,0,0
8,Servicios para empresas,Quintana Roo,202507,Entre 20 y 25 años,,278.8,435,420,15,0,5,5,0,0
8,Servicios para empresas,Quintana Roo,202507,Entre 25 y 30 años,,281.579166667,571,529,42,0,24,24,0,0
8,Servicios para empresas,Quintana Roo,202507,Entre 30 y 35 años,278.8,289.111176471,487,442,45,0,18,17,1,0
8,Servicios para empresas,Quintana Roo,202507,Entre 35 y 40 años,278.8,291.635,306,276,30,0,13,12,1,0
8,Servicios para empresas,Quintana Roo,202507,Entre 40 y 45 años,,278.8,171,161,10,0,10,10,0,0
8,Servicios para empresas,Quintana Roo,202507,Entre 45 y 50 años,,278.8,87,81,6,0,8,8,0,0
8,Servicios para empresas,Quintana Roo,202507,Entre 50 y 55 años,,278.8,35,31,4,0,2,2,0,0
8,Servicios para empresas,Quintana Roo,202507,Entre 55 y 60 años,278.8,,10,7,3,0,1,0,1,0
8,Servicios para empresas,Quintana Roo,202507,Entre 60 y 65 años,,278.8,6,5,1,0,1,1,0,0
8,Servicios para empresas,Quintana Roo,202507,Entre 65 y 70 años,,,1,1,0,0,0,0,0,0
7,Transportes y comunicaciones,Quintana Roo,202507,75 años y más,378.28,366.389285714,550,493,57,0,15,14,1,0
7,Transportes y comunicaciones,Quintana Roo,202507,Entre 15 y 20 años,,351.247272727,398,364,34,0,11,11,0,0
7,Transportes y comunicaciones,Quintana Roo,202507,Entre 20 y 25 años,309.95,355.142169811,2947,2651,296,0,111,106,5,0
7,Transportes y comunicaciones,Quintana Roo,202507,Entre 25 y 30 años,308.572666667,366.866149733,2847,2475,372,0,202,187,15,0
7,Transportes y comunicaciones,Quintana Roo,202507,Entre 30 y 35 años,326.357083333,381.394465409,2129,1830,299,0,183,159,24,0
7,Transportes y comunicaciones,Quintana Roo,202507,Entre 35 y 40 años,351.768,388.275098039,1065,916,149,0,117,102,15,0
